item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000930,ORD00185,PROD0336,5,48946.92,40.18
ITEM000931,ORD00101,PROD0114,3,36146.84,33.98
ITEM000932,ORD00120,PROD0490,4,34879.85,19.07
ITEM000933,ORD00092,PROD0360,8,4022.46,34.14
ITEM000934,ORD00127,PROD0233,7,10436.36,15.72
ITEM000935,ORD00842,PROD0129,5,16449.93,29.97
ITEM000936,ORD00777,PROD0498,-1,29746.46,32.57
ITEM000937,ORD00617,PROD0140,5,9028.48,14.67
ITEM000938,ORD00771,PROD0385,5,39297.3,37.03
ITEM000939,ORD01141,PROD0446,7,2595.12,39.46
ITEM000940,ORD00537,PROD0166,-3,15805.91,43.26
ITEM000941,ORD01004,PROD0454,1,28603.39,39.13
ITEM000942,ORD00632,PROD0327,4,39084.85,40.26
ITEM000943,ORD00060,PROD0436,6,12978.62,20.22
ITEM000944,ORD00781,PROD0134,3,38544.19,16.83
ITEM000945,ORD00593,PROD0056,6,30222.16,17.35
ITEM000946,ORD00110,PROD0010,7,8097.18,9.34
ITEM000947,ORD00359,PROD0156,8,21466.28,44.07
ITEM000948,ORD00971,PROD0319,6,30702.33,19.51
ITEM000949,ORD00213,PROD0081,2,4705.78,45.54
ITEM000950,ORD01031,PROD0258,7,49669.34,0.31
ITEM000951,ORD01100,PROD0016,7,24111.9,24.73
ITEM000952,ORD01145,PROD0131,2,8727.17,29.78
ITEM000953,ORD00734,PROD0455,1,46556.17,13.66
ITEM000954,ORD00277,PROD0419,3,31965.84,21.25
ITEM000955,ORD00302,PROD0114,1,10274.16,12.56
ITEM000956,ORD00981,PROD0351,6,34852.07,36.47
ITEM000957,ORD01091,PROD0050,6,48687.78,31.78
ITEM000958,ORD00755,PROD0272,3,15557.17,6.17
ITEM000959,ORD01142,PROD0239,5,18165.26,37.62
ITEM000960,ORD00550,PROD0049,7,12797.79,32.64
ITEM000961,ORD00585,PROD0479,3,43506.53,42.28
ITEM000962,ORD00158,PROD0115,4,7792.78,35.65
ITEM000963,ORD00917,PROD0293,8,34140.39,31.04
ITEM000964,ORD00174,PROD0462,7,38231.45,12.14
ITEM000965,ORD00602,PROD0171,1,9662.25,41.63
ITEM000966,ORD01104,PROD0389,2,44897.19,17.68
ITEM000967,ORD00026,PROD0556,2,30376.35,19.35
ITEM000968,ORD00506,PROD0043,4,1756.69,30.44
ITEM000969,ORD00471,PROD0333,3,13411.59,44.69
ITEM000970,ORD00678,PROD0236,1,1884.62,46.04
ITEM000971,ORD00213,PROD0528,7,22083.03,25.26
ITEM000972,ORD01054,PROD0069,6,49446.04,13.94
ITEM000973,ORD00521,PROD0369,7,2769.01,26.59
ITEM000974,ORD01096,PROD0371,8,30178.09,10.87
ITEM000975,ORD01132,PROD0110,-3,12122.09,29.79
ITEM000976,ORD00302,PROD0550,5,43719.26,36.77
ITEM000977,ORD01164,PROD0594,3,44251.48,38.22
ITEM000978,ORD00125,PROD0314,6,24113.92,35.15
ITEM000979,ORD00982,PROD0108,8,34083.08,12.69
ITEM000980,ORD00477,PROD0038,7,35552.58,8.75
ITEM000981,ORD00271,PROD0209,4,29660.41,8.14
ITEM000982,ORD00483,PROD0244,2,7632.3,5.64
ITEM000983,ORD01126,PROD0512,3,47190.7,28.33
ITEM000984,ORD00354,PROD0530,1,35613.37,27.85
ITEM000985,ORD00435,PROD0172,1,40829.1,0.75
ITEM000986,ORD00472,PROD0180,1,3245.24,26.1
ITEM000987,ORD00945,PROD0445,1,45511.03,25.4
ITEM000988,ORD01144,PROD0493,2,659.08,4.18
ITEM000989,ORD00606,PROD0194,2,14509.32,45.86
ITEM000990,ORD00482,PROD0567,6,32528.79,32.06
ITEM000991,ORD00175,PROD0523,8,13890.54,39.15
ITEM000992,ORD01128,PROD0142,5,20492.54,49.12
ITEM000993,ORD00648,PROD0101,4,36693.43,49.73
ITEM000994,ORD00937,PROD0414,1,18565.91,40.78
ITEM000995,ORD00675,PROD0389,2,16637.23,45.15
ITEM000996,ORD00095,PROD0447,7,21161.88,4.6
ITEM000997,ORD00027,PROD0403,5,43388.44,35.45
ITEM000998,ORD00461,PROD0289,-4,27128.53,5.03
ITEM000999,ORD00551,PROD0481,1,18427.48,28.08
ITEM001000,INVALID_ORDER_1000,PROD0441,4,14780.63,7.04
ITEM001001,ORD01095,PROD0582,7,8049.35,30.35
ITEM001002,ORD00032,PROD0541,7,27945.7,26.0
ITEM001003,ORD01159,PROD0122,8,39101.31,3.63
ITEM001004,ORD00063,PROD0380,7,9112.44,22.68
ITEM001005,ORD00159,PROD0584,7,1266.34,29.74
ITEM001006,ORD00260,PROD0023,3,21637.49,35.08
ITEM001007,ORD00735,PROD0466,3,19069.01,15.14
ITEM001008,ORD00162,PROD0567,6,46732.76,47.04
ITEM001009,ORD00945,PROD0370,6,48578.62,5.89
ITEM001010,ORD00997,PROD0468,2,33581.11,6.9
ITEM001011,ORD00608,PROD0395,2,4918.94,33.65
ITEM001012,ORD01130,PROD0149,7,47004.27,21.79
ITEM001013,ORD00363,PROD0167,8,16779.94,29.38
ITEM001014,ORD00921,PROD0055,5,36078.2,18.32
ITEM001015,ORD00271,PROD0108,6,34082.66,18.64
ITEM001016,ORD00093,PROD0327,3,244.02,28.9
ITEM001017,ORD00259,PROD0376,1,35544.3,0.9
ITEM001018,ORD00102,PROD0065,4,46274.5,44.92
ITEM001019,ORD00840,PROD0282,8,8666.69,41.36
ITEM001020,ORD00571,PROD0482,3,45985.16,30.55
ITEM001021,ORD00574,PROD0006,8,26056.52,47.27
ITEM001022,ORD01059,PROD0188,5,35882.13,12.02
ITEM001023,ORD00280,PROD0430,6,411.73,3.3
ITEM001024,ORD00720,PROD0576,1,4664.19,28.72
ITEM001025,ORD00003,PROD0183,2,49054.64,32.85
ITEM001026,ORD00646,PROD0191,1,37219.02,11.37
ITEM001027,ORD00903,PROD0055,3,10060.52,1.64
ITEM001028,ORD00146,PROD0441,1,329.71,24.19
ITEM001029,ORD00178,PROD0517,5,28132.54,16.36
ITEM001030,ORD00601,PROD0233,3,39892.69,26.1
ITEM001031,ORD00847,PROD0569,7,17296.23,29.76
ITEM001032,ORD00572,PROD0484,7,41832.99,4.4
ITEM001033,ORD01055,PROD0145,4,40258.2,40.55
ITEM001034,ORD00170,PROD0219,2,1872.53,16.61
ITEM001035,ORD00315,PROD0361,7,11166.77,9.16
ITEM001036,ORD00960,PROD0304,6,21948.73,26.2
ITEM001037,ORD00496,PROD0346,3,21091.78,3.02
ITEM001038,ORD00560,PROD0559,7,22445.45,29.41
ITEM001039,ORD00449,PROD0258,4,27403.41,48.38
ITEM001040,ORD00652,PROD0234,5,20354.02,6.89
ITEM001041,ORD00098,PROD0339,8,40833.59,46.35
ITEM001042,ORD00103,PROD0403,6,17686.72,18.21
ITEM001043,ORD00814,PROD0164,3,36486.41,0.49
ITEM001044,ORD00070,PROD0554,6,5446.29,24.67
ITEM001045,ORD00634,PROD0029,2,44485.21,4.99
ITEM001046,ORD00171,PROD0103,7,4828.26,49.31
ITEM001047,ORD00040,PROD0146,5,35237.56,22.26
ITEM001048,ORD00797,PROD0056,3,8492.69,1.19
ITEM001049,ORD00760,PROD0240,5,34961.77,4.16
ITEM001050,ORD00363,PROD0001,3,9193.82,45.06
ITEM001051,ORD01159,PROD0366,1,627.73,43.0
ITEM001052,ORD00104,PROD0081,6,10808.48,35.97
ITEM001053,ORD00375,PROD0356,5,22063.71,44.53
ITEM001054,ORD00696,PROD0033,1,47797.5,24.62
ITEM001055,ORD00908,PROD0196,8,29788.53,2.48
ITEM001056,ORD00725,PROD0375,4,33354.71,41.46
ITEM001057,ORD00099,PROD0010,5,47873.89,31.1
ITEM001058,ORD00623,PROD0013,2,249.91,17.41
ITEM001059,ORD00065,PROD0220,5,3314.03,27.14
ITEM001060,ORD00193,PROD0227,6,44036.96,30.83
ITEM001061,ORD00357,PROD0559,4,45474.2,34.3
ITEM001062,ORD00698,PROD0151,7,3626.02,2.97
ITEM001063,ORD00998,PROD0584,1,32241.85,19.89
ITEM001064,ORD00878,PROD0561,7,35884.73,23.88
ITEM001065,ORD00091,PROD0248,5,34749.97,6.27
ITEM001066,ORD00447,PROD0199,5,15407.16,34.94
ITEM001067,ORD00768,PROD0231,-4,24589.75,18.85
ITEM001068,ORD00322,PROD0343,4,8117.94,17.4
ITEM001069,ORD00023,PROD0075,7,15723.87,6.5
ITEM001070,ORD00802,PROD0189,8,26908.22,9.19
ITEM001071,ORD00126,PROD0192,3,11019.87,11.07
ITEM001072,ORD00678,PROD0098,1,28608.75,32.16
ITEM001073,ORD00864,PROD0048,1,31896.62,47.95
ITEM001074,ORD01139,PROD0424,4,795.83,44.32
ITEM001075,ORD00239,PROD0091,8,11075.21,6.8
ITEM001076,ORD00014,PROD0289,6,47888.62,46.18
ITEM001077,ORD00935,PROD0343,8,16231.55,28.28
ITEM001078,ORD00382,PROD0090,7,15653.08,19.76
ITEM001079,ORD00473,PROD0247,3,39887.24,44.24
ITEM001080,ORD00290,PROD0469,3,3979.11,23.1
ITEM001081,ORD00949,PROD0026,3,154.76,22.25
ITEM001082,ORD00187,PROD0353,4,35713.34,27.54
ITEM001083,ORD00371,PROD0194,3,5038.84,39.76
ITEM001084,ORD00351,PROD0070,2,26160.47,45.49
ITEM001085,ORD00009,PROD0375,7,5410.16,5.6
ITEM001086,ORD00895,PROD0217,6,27556.88,4.08
ITEM001087,ORD00641,PROD0583,8,8457.22,34.54
ITEM001088,ORD00782,PROD0570,1,37545.58,38.66
ITEM001089,ORD00485,PROD0491,4,3451.72,48.95
ITEM001090,ORD00317,PROD0521,8,44970.81,40.19
ITEM001091,ORD00566,PROD0340,5,43325.01,32.87
ITEM001092,ORD01053,PROD0142,8,8209.43,2.7
ITEM001093,ORD01129,PROD0219,3,31301.08,41.93
ITEM001094,ORD00469,PROD0139,3,3052.06,4.43
ITEM001095,ORD00571,PROD0499,4,36584.0,46.23
ITEM001096,ORD01075,PROD0113,6,28905.99,35.53
ITEM001097,ORD00021,PROD0130,1,6466.28,31.7
ITEM001098,ORD00104,PROD0284,3,11028.97,6.56
ITEM001099,ORD00899,PROD0510,3,34803.08,5.16
ITEM001100,ORD00764,PROD0199,3,25216.57,20.9
ITEM001101,ORD00097,PROD0417,4,244.0,49.22
ITEM001102,ORD00118,PROD0353,4,46751.65,22.0
ITEM001103,ORD00942,PROD0365,2,30594.15,11.21
ITEM001104,ORD00146,PROD0024,2,20843.96,44.17
ITEM001105,ORD00152,PROD0481,1,43043.97,7.96
ITEM001106,ORD01088,PROD0224,1,13257.17,42.11
ITEM001107,ORD01109,PROD0283,7,19654.91,7.54
ITEM001108,ORD00167,PROD0208,7,24393.71,25.05
ITEM001109,ORD00752,PROD0416,6,48445.07,20.88
ITEM001110,ORD00806,PROD0472,1,19219.92,35.02
ITEM001111,ORD00314,PROD0087,7,18166.33,3.02
ITEM001112,ORD01191,PROD0294,5,15095.1,1.81
ITEM001113,ORD00884,PROD0401,5,30272.49,9.43
ITEM001114,ORD00461,PROD0582,1,15184.81,30.23
ITEM001115,ORD00343,PROD0465,3,19328.48,21.69
ITEM001116,ORD00241,PROD0091,3,12860.75,39.29
ITEM001117,ORD00282,PROD0352,6,13401.1,7.57
ITEM001118,ORD01055,PROD0526,1,26736.67,24.65
ITEM001119,ORD00201,PROD0418,4,36245.31,45.37
ITEM001120,ORD00174,PROD0585,5,11108.1,27.99
ITEM001121,ORD00491,PROD0138,5,47367.01,48.71
ITEM001122,ORD00383,PROD0375,6,26628.27,11.25
ITEM001123,ORD00534,PROD0208,1,40464.95,12.04
ITEM001124,ORD00162,PROD0375,8,20342.82,18.69
ITEM001125,ORD00547,PROD0379,7,45815.27,28.19
ITEM001126,ORD00551,PROD0512,8,20128.69,35.61
ITEM001127,ORD00550,PROD0344,6,48356.01,21.83
ITEM001128,ORD01156,PROD0484,5,19712.07,46.56
ITEM001129,ORD01030,PROD0392,2,21602.31,45.3
ITEM001130,ORD00260,PROD0081,5,18559.96,26.77
ITEM001131,ORD00017,PROD0587,5,25451.47,40.74
ITEM001132,ORD00380,PROD0409,6,39347.72,18.56
ITEM001133,ORD00781,PROD0407,8,9168.02,42.67
ITEM001134,ORD00491,PROD0014,5,6921.77,18.4
ITEM001135,ORD00244,PROD0273,2,46662.95,14.3
ITEM001136,ORD00543,PROD0558,4,39652.66,7.87
ITEM001137,ORD00851,PROD0120,6,44317.93,10.67
ITEM001138,ORD00115,PROD0464,4,32923.5,22.89
ITEM001139,ORD00214,PROD0019,-1,24834.55,26.54
ITEM001140,ORD00730,PROD0172,2,4062.1,36.49
ITEM001141,ORD00915,PROD0095,5,15984.95,10.46
ITEM001142,ORD00573,PROD0181,8,13062.1,42.21
ITEM001143,ORD01021,PROD0050,4,32176.51,8.18
ITEM001144,ORD00052,PROD0542,6,43778.07,41.02
ITEM001145,ORD00456,PROD0456,3,28907.51,20.02
ITEM001146,ORD00664,PROD0417,8,269.92,13.93
ITEM001147,ORD00127,PROD0048,6,40783.03,40.68
ITEM001148,ORD01100,PROD0065,-3,16341.63,25.96
ITEM001149,ORD00094,PROD0038,-2,24243.86,34.12
ITEM001150,ORD00263,PROD0068,6,23209.42,42.33
ITEM001151,ORD00400,PROD0123,5,11412.79,28.68
ITEM001152,ORD00253,PROD0223,2,24769.42,8.22
ITEM001153,ORD00072,PROD0204,7,31159.48,17.55
ITEM001154,ORD00316,PROD0531,3,45333.56,1.34
ITEM001155,ORD00382,PROD0590,8,39226.24,17.2
ITEM001156,ORD00765,PROD0361,4,45486.28,7.42
ITEM001157,ORD00309,PROD0454,4,44691.71,30.17
ITEM001158,ORD00357,PROD0002,8,34590.38,41.42
ITEM001159,ORD00455,PROD0363,4,21219.02,4.36
ITEM001160,ORD00717,PROD0036,2,45379.16,27.56
ITEM001161,ORD00941,PROD0047,7,30396.0,39.4
ITEM001162,ORD00248,PROD0518,4,19118.54,4.93
ITEM001163,ORD01007,PROD0128,2,17775.62,42.27
ITEM001164,ORD01134,PROD0228,3,35333.74,48.18
ITEM001165,ORD01010,PROD0446,5,26753.21,12.91
ITEM001166,ORD00825,PROD0490,8,37712.21,6.55
ITEM001167,ORD00430,PROD0222,3,7167.56,8.07
ITEM001168,ORD01042,PROD0018,5,12762.44,7.7
ITEM001169,ORD01148,PROD0580,3,9014.05,47.92
ITEM001170,ORD00830,PROD0059,6,10632.07,32.8
ITEM001171,ORD00798,PROD0249,8,43238.21,12.23
ITEM001172,ORD00235,PROD0545,7,34215.34,24.59
ITEM001173,ORD00215,PROD0242,-3,11532.85,27.94
ITEM001174,ORD00625,PROD0125,6,7510.01,44.42
ITEM001175,ORD00147,PROD0226,3,20124.5,2.87
ITEM001176,ORD00588,PROD0409,8,32876.86,19.31
ITEM001177,ORD00643,PROD0284,1,18140.45,12.57
ITEM001178,ORD00149,PROD0179,2,18477.54,21.41
ITEM001179,ORD00549,PROD0074,6,16564.42,13.58
ITEM001180,ORD01167,PROD0094,7,29662.01,10.58
ITEM001181,ORD00658,PROD0462,6,40262.19,3.01
ITEM001182,ORD00002,PROD0141,-2,21786.38,7.91
ITEM001183,ORD00031,PROD0073,8,4895.09,36.45
ITEM001184,ORD00184,PROD0154,4,28621.52,37.59
ITEM001185,ORD00881,PROD0414,8,20358.57,28.32
ITEM001186,ORD01072,PROD0486,3,21375.49,44.66
ITEM001187,ORD00474,PROD0082,3,6679.4,32.6
ITEM001188,ORD00058,PROD0472,8,32472.54,21.02
ITEM001189,ORD00486,PROD0213,5,10230.46,30.13
ITEM001190,ORD00783,PROD0337,1,47695.26,33.61
ITEM001191,ORD01185,PROD0343,2,7322.11,7.93
ITEM001192,ORD00142,PROD0361,6,24365.87,18.91
ITEM001193,ORD00580,PROD0577,5,24048.9,35.55
ITEM001194,ORD00003,PROD0144,8,19842.6,15.46
ITEM001195,ORD00892,PROD0509,8,29694.98,46.17
ITEM001196,ORD00183,PROD0430,7,44537.27,21.33
ITEM001197,ORD00070,PROD0264,1,1250.37,12.21
ITEM001198,ORD00645,PROD0226,1,29484.28,19.31
ITEM001199,ORD00558,PROD0579,3,48148.01,22.07
ITEM001200,ORD00226,PROD0580,3,28508.56,19.01
ITEM001201,ORD00658,PROD0211,6,29718.87,35.95
ITEM001202,ORD00368,PROD0377,3,26497.91,23.13
ITEM001203,ORD00423,PROD0437,2,42680.94,30.7
ITEM001204,ORD01075,PROD0574,6,30625.03,17.43
ITEM001205,ORD00577,PROD0424,4,14997.0,16.52
ITEM001206,ORD00537,PROD0300,5,35480.93,39.28
ITEM001207,ORD00626,PROD0125,4,37673.78,12.12
ITEM001208,ORD00530,PROD0283,5,11398.11,44.05
ITEM001209,ORD00840,PROD0271,-5,8649.73,11.23
ITEM001210,ORD00673,PROD0513,8,36204.95,10.93
ITEM001211,ORD01179,PROD0546,5,5077.97,7.88
ITEM001212,ORD00017,PROD0585,1,34594.47,5.76
ITEM001213,ORD00981,PROD0045,5,44971.97,25.93
ITEM001214,ORD00395,PROD0294,7,18590.15,23.63
ITEM001215,ORD01200,PROD0136,3,1960.89,0.51
ITEM001216,ORD00619,PROD0285,5,19136.92,3.2
ITEM001217,ORD00458,PROD0581,1,7157.61,36.86
ITEM001218,ORD00729,PROD0110,2,10281.6,43.19
ITEM001219,ORD00683,PROD0403,7,9596.7,29.12
ITEM001220,ORD00966,PROD0003,7,48545.53,3.94
ITEM001221,ORD01175,PROD0224,5,35320.23,27.63
ITEM001222,ORD00388,PROD0266,7,19455.53,4.23
ITEM001223,ORD00457,PROD0556,1,44262.4,14.83
ITEM001224,ORD00376,PROD0196,3,46646.13,37.04
ITEM001225,ORD00069,PROD0255,8,14708.48,13.26
ITEM001226,ORD00426,PROD0111,-2,33197.96,35.71
ITEM001227,ORD00852,PROD0517,7,39093.4,27.01
ITEM001228,ORD00058,PROD0034,6,35566.71,44.86
ITEM001229,ORD01166,PROD0288,1,7734.23,40.24
ITEM001230,ORD00184,PROD0499,5,3314.12,13.17
ITEM001231,ORD00077,PROD0310,6,3016.42,11.42
ITEM001232,ORD00751,PROD0049,5,21164.0,16.92
ITEM001233,ORD00919,PROD0345,3,10028.62,6.67
ITEM001234,ORD00314,PROD0240,-1,6808.66,20.06
ITEM001235,ORD00221,PROD0221,1,11563.12,10.97
ITEM001236,ORD00520,PROD0419,2,36729.76,6.14
ITEM001237,ORD00877,PROD0468,1,21933.23,21.34
ITEM001238,ORD00980,PROD0356,6,12531.26,37.42
ITEM001239,ORD00356,PROD0285,4,2896.9,47.08
ITEM001240,ORD00355,PROD0237,5,40821.63,8.53
ITEM001241,ORD00060,PROD0222,3,2428.67,27.01
ITEM001242,ORD00939,PROD0070,1,4634.26,35.88
ITEM001243,ORD00335,PROD0136,6,3018.64,40.72
ITEM001244,ORD00848,PROD0266,8,36509.4,47.92
ITEM001245,ORD00976,PROD0508,5,20754.61,31.11
ITEM001246,ORD00375,PROD0271,6,32026.96,11.37
ITEM001247,ORD00903,PROD0158,8,31483.22,16.97
ITEM001248,ORD00132,PROD0185,1,40152.96,29.25
ITEM001249,ORD00703,PROD0395,5,35659.32,45.74
ITEM001250,INVALID_ORDER_1250,PROD0254,4,22623.34,38.47
ITEM001251,ORD00157,PROD0191,2,4389.04,2.36
ITEM001252,ORD01088,PROD0469,1,11861.74,17.33
ITEM001253,ORD01133,PROD0426,1,33513.52,44.54
ITEM001254,ORD00152,PROD0466,8,14638.27,1.8
ITEM001255,ORD00462,PROD0155,5,34752.8,8.91
ITEM001256,ORD00652,PROD0113,3,8857.59,45.27
ITEM001257,ORD00795,PROD0261,8,9171.22,1.07
ITEM001258,ORD00593,PROD0154,7,8889.76,33.96
ITEM001259,ORD00534,PROD0392,4,45447.7,37.0
ITEM001260,ORD00004,PROD0553,4,48810.48,14.72
ITEM001261,ORD00907,PROD0019,8,25477.87,29.01
ITEM001262,ORD00678,PROD0013,1,40241.53,0.52
ITEM001263,ORD00767,PROD0387,6,3661.43,38.3
ITEM001264,ORD00642,PROD0195,8,24892.08,31.2
ITEM001265,ORD00373,PROD0407,4,8081.92,43.88
ITEM001266,ORD00649,PROD0425,3,22672.29,24.9
ITEM001267,ORD00654,PROD0175,6,28405.21,0.88
ITEM001268,ORD00165,PROD0409,2,7173.82,30.23
ITEM001269,ORD00057,PROD0378,3,7630.38,14.29
ITEM001270,ORD00147,PROD0331,7,10996.48,7.58
ITEM001271,ORD00651,PROD0324,7,11706.31,12.22
ITEM001272,ORD00316,PROD0419,5,33237.61,47.7
ITEM001273,ORD00088,PROD0442,6,33195.94,31.18
ITEM001274,ORD00056,PROD0565,4,10317.66,5.35
ITEM001275,ORD01103,PROD0042,4,35248.19,7.85
ITEM001276,ORD00172,PROD0182,2,47492.87,8.64
ITEM001277,ORD00157,PROD0382,2,35590.32,26.92
ITEM001278,ORD00892,PROD0557,8,49572.55,14.9
ITEM001279,ORD00018,PROD0107,2,26588.83,13.11
ITEM001280,ORD01101,PROD0060,5,37528.82,41.86
ITEM001281,ORD00002,PROD0044,3,28543.86,25.12
ITEM001282,ORD01020,PROD0453,8,12303.14,15.68
ITEM001283,ORD00671,PROD0398,5,47292.01,19.96
ITEM001284,ORD00637,PROD0122,3,10963.81,32.93
ITEM001285,ORD00229,PROD0145,7,40452.3,8.95
ITEM001286,ORD00396,PROD0188,-1,2369.06,8.15
ITEM001287,ORD00519,PROD0545,2,14142.08,24.28
ITEM001288,ORD01047,PROD0582,2,4593.38,43.14
ITEM001289,ORD00915,PROD0158,7,29447.56,29.7
ITEM001290,ORD00569,PROD0590,2,32619.22,25.68
ITEM001291,ORD00408,PROD0114,1,2944.95,43.76
ITEM001292,ORD00865,PROD0420,-2,35340.9,3.12
ITEM001293,ORD00713,PROD0202,6,9750.25,19.8
ITEM001294,ORD00198,PROD0004,1,16399.21,8.97
ITEM001295,ORD00501,PROD0543,1,46772.35,27.66
ITEM001296,ORD00332,PROD0428,3,33033.24,28.23
ITEM001297,ORD00128,PROD0062,7,8284.3,22.87
ITEM001298,ORD00894,PROD0250,3,42207.44,49.65
ITEM001299,ORD00424,PROD0514,7,33691.43,44.14
ITEM001300,ORD00418,PROD0220,7,45016.4,4.17
ITEM001301,ORD00689,PROD0117,7,8933.95,22.74
ITEM001302,ORD00508,PROD0445,2,140.94,3.72
ITEM001303,ORD00318,PROD0518,4,45013.44,35.84
ITEM001304,ORD00313,PROD0102,4,17531.45,9.34
ITEM001305,ORD00130,PROD0542,1,20362.42,44.78
ITEM001306,ORD01010,PROD0395,1,21182.35,31.46
ITEM001307,ORD00759,PROD0596,2,42829.4,40.66
ITEM001308,ORD00507,PROD0077,8,30374.27,47.83
ITEM001309,ORD00240,PROD0472,2,17681.93,29.67
ITEM001310,ORD01187,PROD0547,5,17562.18,24.87
ITEM001311,ORD00035,PROD0155,7,18495.11,47.67
ITEM001312,ORD00818,PROD0547,3,30620.61,17.7
ITEM001313,ORD00193,PROD0142,4,15471.59,25.36
ITEM001314,ORD01159,PROD0167,4,30156.96,33.56
ITEM001315,ORD00019,PROD0456,3,29008.65,30.39
ITEM001316,ORD00912,PROD0275,3,38265.13,20.6
ITEM001317,ORD00624,PROD0065,7,24273.12,28.12
ITEM001318,ORD01134,PROD0469,8,12820.01,17.6
ITEM001319,ORD01170,PROD0292,2,47685.06,9.68
ITEM001320,ORD01033,PROD0310,8,12202.34,41.94
ITEM001321,ORD01063,PROD0352,2,49862.35,14.65
ITEM001322,ORD01197,PROD0547,-3,15870.25,39.62
ITEM001323,ORD00342,PROD0528,1,16400.68,8.55
ITEM001324,ORD00065,PROD0168,8,2050.32,20.01
ITEM001325,ORD01133,PROD0063,-5,9039.16,26.73
ITEM001326,ORD00518,PROD0368,4,127.18,43.86
ITEM001327,ORD01174,PROD0569,1,16561.01,15.26
ITEM001328,ORD01108,PROD0565,8,13169.38,42.73
ITEM001329,ORD00218,PROD0567,4,826.99,46.27
ITEM001330,ORD00916,PROD0380,1,131.53,2.3
ITEM001331,ORD00707,PROD0400,7,5180.94,44.43
ITEM001332,ORD00729,PROD0209,-3,19431.39,4.85
ITEM001333,ORD00535,PROD0579,8,48939.52,33.25
ITEM001334,ORD00603,PROD0443,1,25182.42,23.99
ITEM001335,ORD00040,PROD0122,3,20780.83,32.14
ITEM001336,ORD00072,PROD0032,4,21443.57,44.43
ITEM001337,ORD00252,PROD0049,5,15220.5,48.45
ITEM001338,ORD00270,PROD0045,5,33296.73,47.73
ITEM001339,ORD01145,PROD0411,6,8325.25,47.0
ITEM001340,ORD00774,PROD0146,3,5929.77,45.51
ITEM001341,ORD00894,PROD0490,7,38429.11,9.21
ITEM001342,ORD00371,PROD0128,6,11872.0,46.59
ITEM001343,ORD00604,PROD0451,5,24995.31,24.02
ITEM001344,ORD00797,PROD0311,6,18681.03,11.14
ITEM001345,ORD00896,PROD0335,4,26765.44,15.63
ITEM001346,ORD01002,PROD0084,5,16717.55,17.38
ITEM001347,ORD00209,PROD0171,1,265.88,12.46
ITEM001348,ORD00262,PROD0190,2,46471.86,38.96
ITEM001349,ORD00486,PROD0147,8,24783.21,21.28
ITEM001350,ORD00555,PROD0549,4,30912.53,27.78
ITEM001351,ORD00658,PROD0568,3,29264.35,15.26
ITEM001352,ORD00710,PROD0144,6,5160.02,5.78
ITEM001353,ORD01029,PROD0336,2,22486.47,2.74
ITEM001354,ORD00107,PROD0542,1,18227.31,29.96
ITEM001355,ORD00530,PROD0459,5,23633.63,38.23
ITEM001356,ORD00440,PROD0366,5,21974.18,26.45
ITEM001357,ORD00606,PROD0115,8,6042.22,29.03
ITEM001358,ORD01170,PROD0471,5,42385.53,30.15
ITEM001359,ORD00076,PROD0342,1,11190.05,6.24
ITEM001360,ORD00446,PROD0432,2,34450.2,11.98
ITEM001361,ORD01068,PROD0187,1,25697.69,25.3
ITEM001362,ORD00359,PROD0571,3,24047.96,23.76
ITEM001363,ORD00020,PROD0293,7,9279.33,34.21
ITEM001364,ORD00642,PROD0186,5,20488.83,41.59
ITEM001365,ORD00436,PROD0336,8,40627.17,39.21
ITEM001366,ORD00103,PROD0104,2,17876.4,34.28
ITEM001367,ORD00386,PROD0300,7,24878.54,36.76
ITEM001368,ORD00907,PROD0388,7,29483.63,3.27
ITEM001369,ORD00636,PROD0230,7,6913.93,30.23
ITEM001370,ORD00527,PROD0386,7,13173.46,45.3
ITEM001371,ORD00108,PROD0589,1,34505.74,5.61
ITEM001372,ORD01091,PROD0568,4,28914.23,26.56
ITEM001373,ORD00480,PROD0349,2,27061.1,20.48
ITEM001374,ORD01070,PROD0298,3,32562.5,19.49
ITEM001375,ORD01054,PROD0530,8,29183.66,21.9
ITEM001376,ORD01150,PROD0380,8,16496.81,35.5
ITEM001377,ORD00714,PROD0533,2,42145.09,2.57
ITEM001378,ORD00294,PROD0074,8,36583.29,30.46
ITEM001379,ORD00152,PROD0141,4,32000.96,45.37
ITEM001380,ORD00926,PROD0084,6,37555.58,26.46
ITEM001381,ORD00538,PROD0337,5,39760.77,10.31
ITEM001382,ORD01017,PROD0164,7,49103.92,5.24
ITEM001383,ORD00374,PROD0223,4,26455.34,17.09
ITEM001384,ORD00890,PROD0550,2,28948.3,30.49
ITEM001385,ORD01007,PROD0552,6,28864.24,44.38
ITEM001386,ORD00047,PROD0587,3,41686.39,22.26
ITEM001387,ORD01182,PROD0049,3,28057.67,21.26
ITEM001388,ORD00867,PROD0600,6,4562.57,41.45
ITEM001389,ORD00642,PROD0517,1,37751.75,23.23
ITEM001390,ORD00025,PROD0327,7,1096.76,37.22
ITEM001391,ORD00250,PROD0590,2,620.72,47.93
ITEM001392,ORD01091,PROD0129,8,15437.95,32.32
ITEM001393,ORD00646,PROD0358,7,2208.9,2.95
ITEM001394,ORD01088,PROD0336,2,42793.7,35.86
